prc_std_cd,prc_cd,prc_short_desc,prc_desc,prc_lvl1_desc,prc_lvl2_desc,prc_lvl3_desc,prc_lvl4_desc
1,1,PROC AND INTERVENT NEC,"PROCEDURES AND INTERVENTIONS, NOT ELSEWHERE CLASSIFIED","PROCEDURES AND INTERVENTIONS, NOT ELSEWHERE CLASSIFIED","PROCEDURES AND INTERVENTIONS, NOT ELSEWHERE CLASSIFIED",PROCEDURES AND INTERVENTIONS NOT ELSEWHERE CLASSIFIED,PROCEDURES AND INTERVENTIONS NOT ELSEWHERE CLASSIFIED
